,n_components,umap_n_neighbors,umap_min_dist,umap_metric,min_cluster_size,min_samples,cluster_selection_epsilon,cluster_selection_method,hdbscan_metric,ARI,NMI,Homogeneity,Completeness,V-measure,FMI
688,10,30,0.1,euclidean,10,,0.0,eom,euclidean,0.010026226385968172,0.1001045745302897,0.07176239185533809,0.16544700819174185,0.1001045745302897,0.1941543812842583
689,10,30,0.1,euclidean,10,,0.0,eom,cosine,0.008534887747795296,0.08525384634164893,0.06026329802399135,0.14565572552615036,0.08525384634164893,0.20233542546268823
690,10,30,0.1,euclidean,10,,0.0,leaf,euclidean,0.018528694650254546,0.09015330347025059,0.06458957136195702,0.14920789249807875,0.09015330347025059,0.20316924606624712
691,10,30,0.1,euclidean,10,,0.0,leaf,cosine,0.005426052521833898,0.1123619060896724,0.07791118805977938,0.20143016378073506,0.11236190608967239,0.21157265422442845
692,10,30,0.1,euclidean,10,,0.1,eom,euclidean,0.009294930222917792,0.10381449408893278,0.07252576938763153,0.1825840361417424,0.10381449408893278,0.21086502347361538
693,10,30,0.1,euclidean,10,,0.1,eom,cosine,0.025623170572734714,0.1117150155792753,0.07936661526758186,0.1885746336693254,0.11171501557927531,0.21546573988199702
694,10,30,0.1,euclidean,10,,0.1,leaf,euclidean,0.007498761708332083,0.08492075113331869,0.06015864930286456,0.14432813510829298,0.0849207511333187,0.19979099278485826
695,10,30,0.1,euclidean,10,,0.1,leaf,cosine,0.011397872317559411,0.09319726734212475,0.06651843492100444,0.15560738495145893,0.09319726734212473,0.19852795954206878
696,10,30,0.1,euclidean,10,5.0,0.0,eom,euclidean,0.0031724357532006632,0.07143466850453503,0.05118318655169218,0.11820408903238787,0.07143466850453503,0.1875903364780328
697,10,30,0.1,euclidean,10,5.0,0.0,eom,cosine,-0.008171451504903242,0.16514020255881717,0.13872126035004367,0.20398917326535534,0.16514020255881717,0.14446363138221308
698,10,30,0.1,euclidean,10,5.0,0.0,leaf,euclidean,0.013345257325829224,0.17906148155573304,0.15166240044959667,0.218543124908347,0.17906148155573307,0.1551407846575859
699,10,30,0.1,euclidean,10,5.0,0.0,leaf,cosine,0.003589427871912623,0.15683576096348475,0.1282340378832622,0.20185903491854001,0.15683576096348473,0.15784297787437407
700,10,30,0.1,euclidean,10,5.0,0.1,eom,euclidean,0.004529774658548069,0.09908277067186301,0.07339314044155429,0.15244152204011327,0.09908277067186301,0.18533423962675077
701,10,30,0.1,euclidean,10,5.0,0.1,eom,cosine,0.010376594278357883,0.06900414544045055,0.04939176944553017,0.11444950509261548,0.06900414544045055,0.1954569973360359
702,10,30,0.1,euclidean,10,5.0,0.1,leaf,euclidean,-0.021536686118511245,0.1259996758101402,0.09845869451284699,0.1749318051415609,0.1259996758101402,0.16103373860725764
703,10,30,0.1,euclidean,10,5.0,0.1,leaf,cosine,0.0010995004468254993,0.06724960009671123,0.047499541614115647,0.11511296131847601,0.06724960009671123,0.1947630663116088
704,10,30,0.1,euclidean,20,,0.0,eom,euclidean,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
705,10,30,0.1,euclidean,20,,0.0,eom,cosine,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
706,10,30,0.1,euclidean,20,,0.0,leaf,euclidean,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
707,10,30,0.1,euclidean,20,,0.0,leaf,cosine,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
708,10,30,0.1,euclidean,20,,0.1,eom,euclidean,0.013172135360282665,0.10256716544431194,0.06791596672115363,0.20940919219453888,0.10256716544431192,0.2466350833253388
709,10,30,0.1,euclidean,20,,0.1,eom,cosine,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
710,10,30,0.1,euclidean,20,,0.1,leaf,euclidean,0.016083998018252003,0.11881156721645625,0.07883509902128971,0.2410409596852598,0.11881156721645626,0.24870691142864848
711,10,30,0.1,euclidean,20,,0.1,leaf,cosine,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
712,10,30,0.1,euclidean,20,5.0,0.0,eom,euclidean,0.009580477238204129,0.0785556672926818,0.05620413946126866,0.13042283792654472,0.07855566729268182,0.19504809103598705
713,10,30,0.1,euclidean,20,5.0,0.0,eom,cosine,0.006216653751392071,0.09707753406719727,0.07447590144554031,0.13937424128927564,0.09707753406719728,0.16957850127007348
714,10,30,0.1,euclidean,20,5.0,0.0,leaf,euclidean,0.02513673081013415,0.12881683402100363,0.09821693136484672,0.18711254231808325,0.12881683402100366,0.1911605002294515
715,10,30,0.1,euclidean,20,5.0,0.0,leaf,cosine,0.00035976114126431963,0.06023531747393327,0.04197274195707864,0.1066311130042082,0.06023531747393328,0.20241198936028465
716,10,30,0.1,euclidean,20,5.0,0.1,eom,euclidean,-0.0009798148564826561,0.06601819502297802,0.047145466240413915,0.11008691992945703,0.06601819502297802,0.18564327659412594
717,10,30,0.1,euclidean,20,5.0,0.1,eom,cosine,0.003524865362662091,0.07489281909117967,0.05327926500693722,0.1260112038923394,0.07489281909117967,0.1927308431560848
718,10,30,0.1,euclidean,20,5.0,0.1,leaf,euclidean,0.011752841623920955,0.10825934981378227,0.08363137247036771,0.15344672943303878,0.10825934981378227,0.1713626877654406
719,10,30,0.1,euclidean,20,5.0,0.1,leaf,cosine,0.005341921633487677,0.0784972500430769,0.056040100152872814,0.13098890120529735,0.0784972500430769,0.1922347967165894
720,10,30,0.1,cosine,5,,0.0,eom,euclidean,0.0006872628491023985,0.1984572013394279,0.17505604827581583,0.2290801979701778,0.19845720133942796,0.14714484043850978
721,10,30,0.1,cosine,5,,0.0,eom,cosine,0.009389227594246735,0.19992396055478284,0.17150551470303485,0.23963075092448444,0.19992396055478287,0.16406116014527028
722,10,30,0.1,cosine,5,,0.0,leaf,euclidean,0.0013066098643456179,0.20437970360604832,0.18011528571743385,0.2361995747773483,0.20437970360604835,0.14722819439927565
723,10,30,0.1,cosine,5,,0.0,leaf,cosine,-0.001100789885410097,0.18540614953526766,0.16036343679370618,0.21971776718181177,0.18540614953526768,0.15153289524080918
724,10,30,0.1,cosine,5,,0.1,eom,euclidean,-0.0027268680191180287,0.17704206904495656,0.15475158820091633,0.2068346091148777,0.17704206904495662,0.13780619375036937
725,10,30,0.1,cosine,5,,0.1,eom,cosine,0.0007887840663315581,0.07760784469309251,0.05113338621266398,0.16092962106526248,0.07760784469309251,0.2312400738335547
726,10,30,0.1,cosine,5,,0.1,leaf,euclidean,-0.016089130302021196,0.19523420073829992,0.17355132787261957,0.22310857631845482,0.19523420073829995,0.12767314194215962
727,10,30,0.1,cosine,5,,0.1,leaf,cosine,0.009655467920333153,0.08184355763718634,0.057096721805077695,0.14445178712076265,0.08184355763718634,0.21179494988558853
728,10,30,0.1,cosine,5,5.0,0.0,eom,euclidean,-0.007317959528328775,0.16187406985383151,0.14548979376159402,0.18241687468926593,0.16187406985383154,0.11975759363676015
729,10,30,0.1,cosine,5,5.0,0.0,eom,cosine,-0.0024543132897748,0.1927558753322765,0.16625672887756102,0.22930391860754365,0.1927558753322765,0.14690610236982482
730,10,30,0.1,cosine,5,5.0,0.0,leaf,euclidean,-0.013614246670744217,0.18924268219734242,0.16741359045853202,0.21761792754909717,0.18924268219734242,0.1324582057056948
731,10,30,0.1,cosine,5,5.0,0.0,leaf,cosine,-0.006252409782937174,0.18791665409843822,0.16161063088380279,0.2244515508051126,0.1879166540984382,0.14534916829271533
732,10,30,0.1,cosine,5,5.0,0.1,eom,euclidean,0.005534384339273573,0.21093383226069945,0.18942807210535642,0.23794806492917486,0.21093383226069948,0.14138756425538895
733,10,30,0.1,cosine,5,5.0,0.1,eom,cosine,0.007513651418595951,0.06458494747074443,0.04224701133843819,0.1370491085014635,0.06458494747074442,0.2396361212849001
734,10,30,0.1,cosine,5,5.0,0.1,leaf,euclidean,0.00776320886877468,0.222523235596399,0.2014733634773801,0.24848485299748824,0.22252323559639897,0.13912477457306693
735,10,30,0.1,cosine,5,5.0,0.1,leaf,cosine,-0.007623073375416889,0.048565218397358764,0.031116254417437476,0.11056819919056769,0.04856521839735877,0.23087571684286784
736,10,30,0.1,cosine,10,,0.0,eom,euclidean,-0.002613404462219057,0.11480850291372917,0.08608725419827003,0.17228929731596054,0.11480850291372917,0.17524252802861368
737,10,30,0.1,cosine,10,,0.0,eom,cosine,-0.01226755671449816,0.05822953272369947,0.03940784655867112,0.11146811483443489,0.058229532723699476,0.2046969561180825
738,10,30,0.1,cosine,10,,0.0,leaf,euclidean,-0.0005807141376344787,0.12084798122235726,0.09150797631463885,0.17788185705760967,0.12084798122235724,0.18503828477940326
739,10,30,0.1,cosine,10,,0.0,leaf,cosine,-0.004077430198457743,0.09154568722648795,0.06730896143287485,0.14305840036909953,0.09154568722648797,0.18646169642910224
740,10,30,0.1,cosine,10,,0.1,eom,euclidean,-0.0026205819306727154,0.09810341172101106,0.0712420937198227,0.15748017782231066,0.09810341172101104,0.1928342168988727
741,10,30,0.1,cosine,10,,0.1,eom,cosine,-0.009422823598229107,0.061256957666165505,0.04342222437950713,0.10395366044033941,0.06125695766616551,0.18119866375561713
742,10,30,0.1,cosine,10,,0.1,leaf,euclidean,-0.0035789010629490897,0.09734500811994509,0.07069606897614852,0.15623967860618052,0.09734500811994508,0.19310502201800064
743,10,30,0.1,cosine,10,,0.1,leaf,cosine,-0.004551836484893213,0.06812329933799417,0.047878428286692046,0.118031727664431,0.06812329933799417,0.1898248238464098
744,10,30,0.1,cosine,10,5.0,0.0,eom,euclidean,0.0030210027475736025,0.08741941138235322,0.06621959800886675,0.1285852059665741,0.08741941138235322,0.17248807372708888
745,10,30,0.1,cosine,10,5.0,0.0,eom,cosine,-0.0001476878047634352,0.09640943425463684,0.07164202272123829,0.14734984897761103,0.09640943425463684,0.18016660622879344
746,10,30,0.1,cosine,10,5.0,0.0,leaf,euclidean,0.00925646786503823,0.14996858175113184,0.12089003670663101,0.19746664632629812,0.14996858175113187,0.172689094452405
747,10,30,0.1,cosine,10,5.0,0.0,leaf,cosine,0.0005804601289852765,0.17230348642138887,0.1496462954986876,0.2030455961601066,0.17230348642138887,0.1410372323330231
748,10,30,0.1,cosine,10,5.0,0.1,eom,euclidean,-0.004241720368184031,0.14146652303224547,0.11625174978119772,0.1806489128350401,0.1414665230322455,0.1504562375304994
749,10,30,0.1,cosine,10,5.0,0.1,eom,cosine,-0.0039678391717640656,0.08806009501908356,0.061434825882651346,0.15541584295797553,0.08806009501908355,0.19774331264581838
750,10,30,0.1,cosine,10,5.0,0.1,leaf,euclidean,0.005621208889122042,0.15748124625419418,0.129487217062709,0.20091799996366475,0.15748124625419418,0.15627622481812195
751,10,30,0.1,cosine,10,5.0,0.1,leaf,cosine,0.006439746328678222,0.05490421577625462,0.035620276945814315,0.1197149176046032,0.05490421577625462,0.24449575556814226
752,10,30,0.1,cosine,20,,0.0,eom,euclidean,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
753,10,30,0.1,cosine,20,,0.0,eom,cosine,0.0005181508233416583,0.08843929587238866,0.06101352560763995,0.16065358307945643,0.08843929587238868,0.2080653571241358
754,10,30,0.1,cosine,20,,0.0,leaf,euclidean,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
755,10,30,0.1,cosine,20,,0.0,leaf,cosine,-0.003965024740868376,0.07892540944182154,0.05238692395382886,0.1599578027863571,0.07892540944182154,0.22500176125563803
756,10,30,0.1,cosine,20,,0.1,eom,euclidean,0.005756771441795734,0.07818215769099263,0.05063432650806194,0.1714725792667709,0.07818215769099263,0.2492026840967848
757,10,30,0.1,cosine,20,,0.1,eom,cosine,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
758,10,30,0.1,cosine,20,,0.1,leaf,euclidean,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
759,10,30,0.1,cosine,20,,0.1,leaf,cosine,-0.004448939146178847,0.08732785581203054,0.059210593890270384,0.16629720517025615,0.08732785581203054,0.2134207367661336
760,10,30,0.1,cosine,20,5.0,0.0,eom,euclidean,-0.009233669457503878,0.07223205902785679,0.050651513932332526,0.12585281091760964,0.07223205902785677,0.18663686439445892
761,10,30,0.1,cosine,20,5.0,0.0,eom,cosine,-0.0033666381316313607,0.08306964958054548,0.05903458411377542,0.1401157045879589,0.08306964958054547,0.18555220452059235
762,10,30,0.1,cosine,20,5.0,0.0,leaf,euclidean,-0.008017959703347417,0.05316201154413482,0.03817748059925539,0.08750899280120943,0.053162011544134816,0.1747427248519829
763,10,30,0.1,cosine,20,5.0,0.0,leaf,cosine,-0.007768358818127902,0.06299623098220862,0.04396877808585762,0.11105533804865769,0.06299623098220862,0.19319902958179913
764,10,30,0.1,cosine,20,5.0,0.1,eom,euclidean,-0.0002732949313096797,0.07385403815635475,0.0559763599297329,0.10850979711895804,0.07385403815635475,0.17034763808378522
765,10,30,0.1,cosine,20,5.0,0.1,eom,cosine,0.011027413476319572,0.08375221629543873,0.058952704180028695,0.1445668569527868,0.08375221629543872,0.20760355589973212
766,10,30,0.1,cosine,20,5.0,0.1,leaf,euclidean,-0.002948885976408912,0.06589802520377396,0.04736565179517766,0.10825348661165127,0.06589802520377397,0.1792627659078725
767,10,30,0.1,cosine,20,5.0,0.1,leaf,cosine,-0.0047742631723845875,0.06817978402224631,0.04871094288665618,0.11357260137469832,0.06817978402224631,0.18113426975837651
768,10,30,0.3,euclidean,5,,0.0,eom,euclidean,0.01155879394165294,0.18265834163173256,0.149787436876311,0.2340124559014901,0.18265834163173253,0.16979478934821501
769,10,30,0.3,euclidean,5,,0.0,eom,cosine,0.013605983334948444,0.19728333810115126,0.16437119307632034,0.24667528130177954,0.19728333810115123,0.17644198407683465
770,10,30,0.3,euclidean,5,,0.0,leaf,euclidean,-0.0010995408596358141,0.231035565502752,0.19063601976429365,0.2931625020956193,0.231035565502752,0.1820044395443694
771,10,30,0.3,euclidean,5,,0.0,leaf,cosine,-0.00365654185690107,0.18523070877617737,0.14961394261452127,0.24310336006212163,0.18523070877617737,0.1762430893695531
772,10,30,0.3,euclidean,5,,0.1,eom,euclidean,0.01396907534743211,0.1322942680245745,0.10284171416355249,0.18538663259771043,0.13229426802457453,0.1776940797416915
773,10,30,0.3,euclidean,5,,0.1,eom,cosine,-0.0009852895268247588,0.07493668696777239,0.047221879149042835,0.18140350829203494,0.07493668696777239,0.24894905490073937
774,10,30,0.3,euclidean,5,,0.1,leaf,euclidean,-0.007847484574879297,0.21905216949044207,0.18719080337440594,0.26398442118615795,0.21905216949044207,0.15676652147623502
775,10,30,0.3,euclidean,5,,0.1,leaf,cosine,0.0019116613602622999,0.058147808113744856,0.037761371934405305,0.12637405054653914,0.058147808113744856,0.23524942818569877
776,10,30,0.3,euclidean,5,5.0,0.0,eom,euclidean,-0.0013863775213311688,0.22002226024883967,0.18059312474538425,0.28147764670905223,0.22002226024883964,0.17311255514039112
777,10,30,0.3,euclidean,5,5.0,0.0,eom,cosine,0.013003984189794779,0.2213511305272146,0.19403396686252614,0.2576203304158444,0.22135113052721458,0.15680089532921576
778,10,30,0.3,euclidean,5,5.0,0.0,leaf,euclidean,-0.001751460772626665,0.17647961590585484,0.1429679228647356,0.23051154013512865,0.17647961590585484,0.1751596822162538
779,10,30,0.3,euclidean,5,5.0,0.0,leaf,cosine,0.014524859121579746,0.22470661280488696,0.18914955040667655,0.27672678095499503,0.22470661280488693,0.1847969027707296
780,10,30,0.3,euclidean,5,5.0,0.1,eom,euclidean,-0.0001768272404971358,0.1524390829847893,0.12138924354086665,0.20483271009547144,0.1524390829847893,0.1652095288941161
781,10,30,0.3,euclidean,5,5.0,0.1,eom,cosine,0.0012365897264286125,0.0634173742693183,0.04531016377015687,0.10563013454424819,0.0634173742693183,0.18709173048425756
782,10,30,0.3,euclidean,5,5.0,0.1,leaf,euclidean,-0.006795494889348291,0.20049400375826118,0.1655419025744006,0.2541558259794236,0.20049400375826118,0.17096624080583359
783,10,30,0.3,euclidean,5,5.0,0.1,leaf,cosine,-0.001094615824680913,0.06631893316653155,0.041562389491542076,0.1640127703787508,0.06631893316653155,0.2524607510585327
784,10,30,0.3,euclidean,10,,0.0,eom,euclidean,0.008338105036491034,0.10342071226204493,0.07226743482716985,0.1817853035844415,0.10342071226204491,0.20976347310402652
785,10,30,0.3,euclidean,10,,0.0,eom,cosine,-0.010347667248666731,0.07671821706608761,0.05169611973002157,0.14868526674930638,0.0767182170660876,0.20685903603801833
786,10,30,0.3,euclidean,10,,0.0,leaf,euclidean,-0.0008728238643186289,0.09945257415780213,0.06618867509113555,0.19992950333255904,0.09945257415780213,0.22793957976827403
787,10,30,0.3,euclidean,10,,0.0,leaf,cosine,0.00890869267519573,0.13269708270390496,0.09437126824182183,0.22343992495756396,0.13269708270390498,0.2191952062823931
788,10,30,0.3,euclidean,10,,0.1,eom,euclidean,0.00048237369967314383,0.09917676156883133,0.06710066621601726,0.19000451998134946,0.09917676156883135,0.22067646200405175
789,10,30,0.3,euclidean,10,,0.1,eom,cosine,-0.006577229971372136,0.08549504079019826,0.05523038665228085,0.18913621528943836,0.08549504079019825,0.2308516865845313
790,10,30,0.3,euclidean,10,,0.1,leaf,euclidean,0.015370468896666354,0.11572142870564507,0.079444891402841,0.21296796063145979,0.11572142870564507,0.22808828726432406
791,10,30,0.3,euclidean,10,,0.1,leaf,cosine,0.001384267153328417,0.07571033533253498,0.05313688790092615,0.13162823097567003,0.07571033533253498,0.19935218774341726
792,10,30,0.3,euclidean,10,5.0,0.0,eom,euclidean,0.0256900185108887,0.15708908452866432,0.12343576992548595,0.21597106056051052,0.15708908452866432,0.18529635719349227
793,10,30,0.3,euclidean,10,5.0,0.0,eom,cosine,-0.009693276552622785,0.08059607205086013,0.05914460978515888,0.12646392104039558,0.08059607205086014,0.1773589586898031
794,10,30,0.3,euclidean,10,5.0,0.0,leaf,euclidean,-0.006233524111664675,0.16808411034412526,0.13817020446798073,0.21452992755303577,0.1680841103441253,0.15678802766905292
795,10,30,0.3,euclidean,10,5.0,0.0,leaf,cosine,0.01829333885452627,0.14585068260712025,0.11588284270927258,0.1967245668221452,0.14585068260712025,0.17493046241633076
796,10,30,0.3,euclidean,10,5.0,0.1,eom,euclidean,0.015264264835410362,0.1689993020086317,0.13420719703420753,0.22814365659568855,0.1689993020086317,0.18343893520864973
797,10,30,0.3,euclidean,10,5.0,0.1,eom,cosine,0.011750506441510659,0.08325990140531923,0.05973004455865725,0.13737822744055106,0.08325990140531923,0.19535994025601205
798,10,30,0.3,euclidean,10,5.0,0.1,leaf,euclidean,0.012445789032288228,0.12886900190591372,0.09956561052947258,0.18261479651162543,0.12886900190591372,0.18461283135647305
799,10,30,0.3,euclidean,10,5.0,0.1,leaf,cosine,0.006084651151926339,0.0811244338395468,0.05821832467055883,0.13374772896296774,0.0811244338395468,0.18939497023659538
800,10,30,0.3,euclidean,20,,0.0,eom,euclidean,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
801,10,30,0.3,euclidean,20,,0.0,eom,cosine,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
802,10,30,0.3,euclidean,20,,0.0,leaf,euclidean,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
803,10,30,0.3,euclidean,20,,0.0,leaf,cosine,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
804,10,30,0.3,euclidean,20,,0.1,eom,euclidean,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
805,10,30,0.3,euclidean,20,,0.1,eom,cosine,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
806,10,30,0.3,euclidean,20,,0.1,leaf,euclidean,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
807,10,30,0.3,euclidean,20,,0.1,leaf,cosine,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
808,10,30,0.3,euclidean,20,5.0,0.0,eom,euclidean,-0.0005566839264287817,0.08515545751233733,0.060932025546910296,0.1413482241176867,0.08515545751233733,0.18440177384947923
809,10,30,0.3,euclidean,20,5.0,0.0,eom,cosine,-0.0021612596679249267,0.08941056637589972,0.06273091989993843,0.15557861192787623,0.08941056637589974,0.19521866769984567
810,10,30,0.3,euclidean,20,5.0,0.0,leaf,euclidean,0.0035745333219435846,0.065588776543884,0.047153191141121605,0.10769421884481864,0.06558877654388401,0.18567436234854268
811,10,30,0.3,euclidean,20,5.0,0.0,leaf,cosine,0.008900461725989376,0.0896981262224439,0.06408468970854901,0.14941745092936948,0.0896981262224439,0.19501800166499006
812,10,30,0.3,euclidean,20,5.0,0.1,eom,euclidean,0.004443985397027409,0.0726117573133177,0.05224813537435883,0.1189865711315574,0.0726117573133177,0.1859495017584742
813,10,30,0.3,euclidean,20,5.0,0.1,eom,cosine,0.0018154167387756165,0.08941762175218328,0.06248462924309335,0.15715807924084743,0.08941762175218328,0.20033455120447338
814,10,30,0.3,euclidean,20,5.0,0.1,leaf,euclidean,0.0030951803323303194,0.069605465513937,0.05009624658944921,0.11400168079600778,0.06960546551393701,0.1844459542887762
815,10,30,0.3,euclidean,20,5.0,0.1,leaf,cosine,0.010354996960165053,0.08819307536424034,0.06347391234589522,0.14444576812693322,0.08819307536424034,0.1917310727705591
816,10,30,0.3,cosine,5,,0.0,eom,euclidean,-0.00484961826356937,0.16882263696400943,0.13817394615591108,0.21694335785865662,0.16882263696400945,0.16653103677626788
817,10,30,0.3,cosine,5,,0.0,eom,cosine,-0.006497162821783359,0.046921913211790074,0.027912034119473902,0.14712011176204293,0.046921913211790074,0.26608155207185796
818,10,30,0.3,cosine,5,,0.0,leaf,euclidean,0.00898454514941575,0.20631083954540438,0.17218177007064675,0.25731452832402396,0.20631083954540436,0.17875317253265896
819,10,30,0.3,cosine,5,,0.0,leaf,cosine,0.008415891142167807,0.1982341289214963,0.16540566916835828,0.24732040213317713,0.19823412892149636,0.17742511589436816
820,10,30,0.3,cosine,5,,0.1,eom,euclidean,-0.0008769360064597841,0.18440750931775018,0.16027763818294105,0.21709059720530496,0.18440750931775018,0.14723318246641517
821,10,30,0.3,cosine,5,,0.1,eom,cosine,0.0038722719491664395,0.07569197668856872,0.04973623092988746,0.15830768821657998,0.07569197668856874,0.23129291954822195
822,10,30,0.3,cosine,5,,0.1,leaf,euclidean,0.0008710353387498996,0.21415366660190477,0.18515546173524872,0.25392173131818896,0.21415366660190482,0.1582759869613062
823,10,30,0.3,cosine,5,,0.1,leaf,cosine,0.012996205665093321,0.07593744725697145,0.05023941122832931,0.15545390628399608,0.07593744725697144,0.235256025463238
824,10,30,0.3,cosine,5,5.0,0.0,eom,euclidean,-0.0072189965785366605,0.19165533352519634,0.16584020094268992,0.22698906271410707,0.19165533352519634,0.14867549116357973
825,10,30,0.3,cosine,5,5.0,0.0,eom,cosine,0.008895174412806175,0.20861184324041723,0.1753442391646004,0.2574588348806103,0.20861184324041723,0.1806125136913856
826,10,30,0.3,cosine,5,5.0,0.0,leaf,euclidean,-0.012625096452517153,0.18811957047756225,0.1606622784546016,0.22689630189134524,0.18811957047756223,0.15020320008073573
827,10,30,0.3,cosine,5,5.0,0.0,leaf,cosine,0.005126857721189938,0.18506021976068193,0.14883957480500185,0.24457952547900177,0.18506021976068196,0.1898786116586661
828,10,30,0.3,cosine,5,5.0,0.1,eom,euclidean,0.009516518383061081,0.19383441153262965,0.16646927768505182,0.231966306597196,0.19383441153262967,0.164691036816592
829,10,30,0.3,cosine,5,5.0,0.1,eom,cosine,-0.0033770961821582763,0.05141368759777964,0.033935340488824454,0.10601821086899912,0.05141368759777964,0.22612261734043532
830,10,30,0.3,cosine,5,5.0,0.1,leaf,euclidean,0.00749581920114465,0.18207346785779613,0.15550308631032342,0.21959506890968888,0.18207346785779613,0.1646602749979589
831,10,30,0.3,cosine,5,5.0,0.1,leaf,cosine,0.010875972168872289,0.07484884941752894,0.04859932960598701,0.16275771189674665,0.07484884941752895,0.2441512071554357
832,10,30,0.3,cosine,10,,0.0,eom,euclidean,-0.009244208045016888,0.05424511156906674,0.03411557228141821,0.13231793643504727,0.05424511156906674,0.24313111577012905
833,10,30,0.3,cosine,10,,0.0,eom,cosine,-0.004491294690145296,0.07867007781669823,0.051379173551152874,0.16779966769309967,0.07867007781669824,0.23142513337538015
834,10,30,0.3,cosine,10,,0.0,leaf,euclidean,-0.00307526491392963,0.09880463548201322,0.06880273250617089,0.17520318477018684,0.09880463548201321,0.21596868601448996
835,10,30,0.3,cosine,10,,0.0,leaf,cosine,-0.009755683130936063,0.09657758667493721,0.0662594893340861,0.17804490085982907,0.0965775866749372,0.2153739173420394
836,10,30,0.3,cosine,10,,0.1,eom,euclidean,-0.009745123314378809,0.06305957144369409,0.04065671450748265,0.14045222951588593,0.06305957144369409,0.23251145931440553
837,10,30,0.3,cosine,10,,0.1,eom,cosine,-0.0047633562237402805,0.057034863004332505,0.03819046869080165,0.11259070483106479,0.0570348630043325,0.2126946222160396
838,10,30,0.3,cosine,10,,0.1,leaf,euclidean,-0.005657400927894231,0.07379803422912545,0.0500921921628841,0.14009915347552368,0.07379803422912547,0.21178809320453923
839,10,30,0.3,cosine,10,,0.1,leaf,cosine,0.011118815200043557,0.08580157073090207,0.057692909529331496,0.16732357715532747,0.0858015707309021,0.22434875846154967
840,10,30,0.3,cosine,10,5.0,0.0,eom,euclidean,-0.00017538573619287035,0.14063127380149787,0.10339131158508191,0.21979977713205717,0.14063127380149787,0.20492952730172043
841,10,30,0.3,cosine,10,5.0,0.0,eom,cosine,0.006645308812789932,0.1567416098940346,0.1251246410578661,0.20973934235390262,0.1567416098940346,0.1730238048659588
842,10,30,0.3,cosine,10,5.0,0.0,leaf,euclidean,0.011448898576105648,0.15822657132009924,0.12598928396357348,0.2126338973684536,0.15822657132009924,0.18240067068655647
843,10,30,0.3,cosine,10,5.0,0.0,leaf,cosine,0.00649187615806802,0.12997652013059288,0.09941379724320126,0.18767258956430968,0.12997652013059288,0.18714913509624273
844,10,30,0.3,cosine,10,5.0,0.1,eom,euclidean,0.003972134578262504,0.14862451744018607,0.11966306198701326,0.19608103453602496,0.14862451744018604,0.16866859723993094
845,10,30,0.3,cosine,10,5.0,0.1,eom,cosine,-0.0017494082297901507,0.053863988098946214,0.03598783347398677,0.10702752903846817,0.053863988098946214,0.2195712478793109
846,10,30,0.3,cosine,10,5.0,0.1,leaf,euclidean,0.00019933152901705232,0.1659664157004199,0.13371171207484353,0.218729626759349,0.16596641570041987,0.1773156850825778
847,10,30,0.3,cosine,10,5.0,0.1,leaf,cosine,-0.0076608464519362434,0.06491712558164262,0.04317559918272759,0.13076543233185947,0.06491712558164262,0.21895043364028974
848,10,30,0.3,cosine,20,,0.0,eom,euclidean,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
849,10,30,0.3,cosine,20,,0.0,eom,cosine,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
850,10,30,0.3,cosine,20,,0.0,leaf,euclidean,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
851,10,30,0.3,cosine,20,,0.0,leaf,cosine,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
852,10,30,0.3,cosine,20,,0.1,eom,euclidean,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
853,10,30,0.3,cosine,20,,0.1,eom,cosine,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
854,10,30,0.3,cosine,20,,0.1,leaf,euclidean,0.01135621255716331,0.0801316354439209,0.052047408963648435,0.17404382759965406,0.08013163544392089,0.2543727423193442
855,10,30,0.3,cosine,20,,0.1,leaf,cosine,0.0,0.0,0.0,1.0,0.0,0.3156290382484226
856,10,30,0.3,cosine,20,5.0,0.0,eom,euclidean,0.004600252727710108,0.0909255671077711,0.06494024490894718,0.15157849600685,0.0909255671077711,0.19089601545639345
