epoch,lr-Adam,step,train/loss_epoch,train/loss_step,val/loss,val/mAP
,2.50E-05,4659,,,,
12,,4659,,0.768867135,,
,2.50E-05,4669,,,,
12,,4669,,0.738728344,,
,2.50E-05,4679,,,,
12,,4679,,0.773398578,,
,2.50E-05,4689,,,,
12,,4689,,0.51224786,,
12,,4692,,,0,0.096581295
12,,4692,0.698802173,,,
,1.25E-05,4699,,,,
13,,4699,,0.604616582,,
,1.25E-05,4709,,,,
13,,4709,,0.695921659,,
,1.25E-05,4719,,,,
13,,4719,,0.515025854,,
,1.25E-05,4729,,,,
13,,4729,,0.579204381,,
,1.25E-05,4739,,,,
13,,4739,,0.63154608,,
,1.25E-05,4749,,,,
13,,4749,,0.47959283,,
,1.25E-05,4759,,,,
13,,4759,,0.611372173,,
,1.25E-05,4769,,,,
13,,4769,,0.567616224,,
,1.25E-05,4779,,,,
13,,4779,,0.744801521,,
,1.25E-05,4789,,,,
13,,4789,,0.470480591,,
,1.25E-05,4799,,,,
13,,4799,,0.546956837,,
,1.25E-05,4809,,,,
13,,4809,,0.611829579,,
,1.25E-05,4819,,,,
13,,4819,,0.581387162,,
,1.25E-05,4829,,,,
13,,4829,,0.544376731,,
,1.25E-05,4839,,,,
13,,4839,,0.509125233,,
,1.25E-05,4849,,,,
13,,4849,,0.762836576,,
,1.25E-05,4859,,,,
13,,4859,,0.714647651,,
,1.25E-05,4869,,,,
13,,4869,,0.804545283,,
,1.25E-05,4879,,,,
13,,4879,,0.463336617,,
,1.25E-05,4889,,,,
13,,4889,,0.608384967,,
,1.25E-05,4899,,,,
13,,4899,,0.677938342,,
,1.25E-05,4909,,,,
13,,4909,,0.608466804,,
,1.25E-05,4919,,,,
13,,4919,,0.830442071,,
,1.25E-05,4929,,,,
13,,4929,,0.656711817,,
,1.25E-05,4939,,,,
13,,4939,,0.518270016,,
,1.25E-05,4949,,,,
13,,4949,,0.836904943,,
,1.25E-05,4959,,,,
13,,4959,,0.419360042,,
,1.25E-05,4969,,,,
13,,4969,,0.45348841,,
,1.25E-05,4979,,,,
13,,4979,,0.592192709,,
,1.25E-05,4989,,,,
13,,4989,,0.539422274,,
,1.25E-05,4999,,,,
13,,4999,,0.656974137,,
,1.25E-05,5009,,,,
13,,5009,,0.492187202,,
,1.25E-05,5019,,,,
13,,5019,,0.797660232,,
,1.25E-05,5029,,,,
13,,5029,,0.605747163,,
,1.25E-05,5039,,,,
13,,5039,,0.417371839,,
,1.25E-05,5049,,,,
13,,5049,,0.548538625,,
13,,5053,,,0,0.098322466
13,,5053,0.648365915,,,
,1.25E-05,5059,,,,
14,,5059,,0.677127957,,
,1.25E-05,5069,,,,
14,,5069,,0.536881268,,
,1.25E-05,5079,,,,
14,,5079,,0.707687974,,
,1.25E-05,5089,,,,
14,,5089,,0.824668825,,
,1.25E-05,5099,,,,
14,,5099,,0.610897422,,
,1.25E-05,5109,,,,
14,,5109,,0.404973179,,
,1.25E-05,5119,,,,
14,,5119,,0.492159516,,
,1.25E-05,5129,,,,
14,,5129,,0.408503175,,
,1.25E-05,5139,,,,
14,,5139,,0.6075418,,
,1.25E-05,5149,,,,
14,,5149,,0.52070266,,
,1.25E-05,5159,,,,
14,,5159,,0.681180418,,
,1.25E-05,5169,,,,
14,,5169,,0.725217819,,
,1.25E-05,5179,,,,
14,,5179,,0.652884126,,
,1.25E-05,5189,,,,
14,,5189,,0.737577438,,
,1.25E-05,5199,,,,
14,,5199,,0.881002069,,
,1.25E-05,5209,,,,
14,,5209,,0.566184878,,
,1.25E-05,5219,,,,
14,,5219,,0.684103489,,
,1.25E-05,5229,,,,
14,,5229,,0.702241421,,
,1.25E-05,5239,,,,
14,,5239,,0.819992781,,
,1.25E-05,5249,,,,
14,,5249,,0.574499846,,
,1.25E-05,5259,,,,
14,,5259,,0.715727389,,
,1.25E-05,5269,,,,
14,,5269,,0.65216881,,
,1.25E-05,5279,,,,
14,,5279,,0.644664049,,
,1.25E-05,5289,,,,
14,,5289,,0.616318762,,
,1.25E-05,5299,,,,
14,,5299,,0.700614393,,
,1.25E-05,5309,,,,
14,,5309,,0.452392191,,
,1.25E-05,5319,,,,
14,,5319,,0.580396652,,
,1.25E-05,5329,,,,
14,,5329,,0.569525778,,
,1.25E-05,5339,,,,
14,,5339,,0.588496089,,
,1.25E-05,5349,,,,
14,,5349,,0.700113118,,
,1.25E-05,5359,,,,
14,,5359,,0.460934579,,
,1.25E-05,5369,,,,
14,,5369,,0.751704097,,
,1.25E-05,5379,,,,
14,,5379,,0.595517337,,
,1.25E-05,5389,,,,
14,,5389,,0.661133707,,
,1.25E-05,5399,,,,
14,,5399,,0.711247921,,
,1.25E-05,5409,,,,
14,,5409,,0.544649124,,
14,,5414,,,0,0.096246496
14,,5414,0.62691617,,,
,1.25E-05,5419,,,,
15,,5419,,0.591159225,,
,1.25E-05,5429,,,,
15,,5429,,0.626363873,,
,1.25E-05,5439,,,,
15,,5439,,0.534128129,,
,1.25E-05,5449,,,,
15,,5449,,0.40296793,,
,1.25E-05,5459,,,,
15,,5459,,0.673331559,,
,1.25E-05,5469,,,,
15,,5469,,0.516267657,,
,1.25E-05,5479,,,,
15,,5479,,0.607028365,,
,1.25E-05,5489,,,,
15,,5489,,0.575244784,,
,1.25E-05,5499,,,,
15,,5499,,0.677902937,,
,1.25E-05,5509,,,,
15,,5509,,0.586540341,,
,1.25E-05,5519,,,,
15,,5519,,0.602525949,,
,1.25E-05,5529,,,,
15,,5529,,0.538598239,,
,1.25E-05,5539,,,,
15,,5539,,0.563924253,,
,1.25E-05,5549,,,,
15,,5549,,0.516623735,,
,1.25E-05,5559,,,,
15,,5559,,0.640156209,,
,1.25E-05,5569,,,,
15,,5569,,0.724993944,,
,1.25E-05,5579,,,,
15,,5579,,0.569565952,,
,1.25E-05,5589,,,,
15,,5589,,0.653080106,,
,1.25E-05,5599,,,,
15,,5599,,0.581205964,,
,1.25E-05,5609,,,,
15,,5609,,0.560336351,,
,1.25E-05,5619,,,,
15,,5619,,0.628029466,,
,1.25E-05,5629,,,,
15,,5629,,0.676278114,,
,1.25E-05,5639,,,,
15,,5639,,0.541193426,,
,1.25E-05,5649,,,,
15,,5649,,0.581531584,,
,1.25E-05,5659,,,,
15,,5659,,0.533454657,,
,1.25E-05,5669,,,,
15,,5669,,0.598804533,,
,1.25E-05,5679,,,,
15,,5679,,0.92148602,,
,1.25E-05,5689,,,,
15,,5689,,0.523472667,,
,1.25E-05,5699,,,,
15,,5699,,0.50977546,,
,1.25E-05,5709,,,,
15,,5709,,0.460492849,,
,1.25E-05,5719,,,,
15,,5719,,0.631721854,,
,1.25E-05,5729,,,,
15,,5729,,0.456312567,,
,1.25E-05,5739,,,,
15,,5739,,0.533227563,,
,1.25E-05,5749,,,,
15,,5749,,0.55436784,,
,1.25E-05,5759,,,,
15,,5759,,0.538120568,,
,1.25E-05,5769,,,,
15,,5769,,0.557532012,,
15,,5775,,,0,0.089631572
15,,5775,0.613207996,,,
,1.25E-05,5779,,,,
16,,5779,,0.551714599,,
,1.25E-05,5789,,,,
16,,5789,,0.907879949,,
,1.25E-05,5799,,,,
16,,5799,,0.661100686,,
,1.25E-05,5809,,,,
16,,5809,,0.580709159,,
,1.25E-05,5819,,,,
16,,5819,,0.547368288,,
,1.25E-05,5829,,,,
16,,5829,,0.669120431,,
,1.25E-05,5839,,,,
16,,5839,,0.730773509,,
,1.25E-05,5849,,,,
16,,5849,,0.547463059,,
,1.25E-05,5859,,,,
16,,5859,,0.587984145,,
,1.25E-05,5869,,,,
16,,5869,,0.509616256,,
,1.25E-05,5879,,,,
16,,5879,,0.671342432,,
,1.25E-05,5889,,,,
16,,5889,,0.530890465,,
,1.25E-05,5899,,,,
16,,5899,,0.491413265,,
,1.25E-05,5909,,,,
16,,5909,,0.503634393,,
,1.25E-05,5919,,,,
16,,5919,,0.484056056,,
,1.25E-05,5929,,,,
16,,5929,,0.732455075,,
,1.25E-05,5939,,,,
16,,5939,,0.711553335,,
,1.25E-05,5949,,,,
16,,5949,,0.635394454,,
,1.25E-05,5959,,,,
16,,5959,,0.555176139,,
,1.25E-05,5969,,,,
16,,5969,,0.558788598,,
,1.25E-05,5979,,,,
16,,5979,,0.501980186,,
,1.25E-05,5989,,,,
16,,5989,,0.76741612,,
,1.25E-05,5999,,,,
16,,5999,,0.539107442,,
,1.25E-05,6009,,,,
16,,6009,,0.537388206,,
,1.25E-05,6019,,,,
16,,6019,,0.820941091,,
,1.25E-05,6029,,,,
16,,6029,,0.721938193,,
,1.25E-05,6039,,,,
16,,6039,,0.548526049,,
,1.25E-05,6049,,,,
16,,6049,,0.469348371,,
,1.25E-05,6059,,,,
16,,6059,,0.619239509,,
,1.25E-05,6069,,,,
16,,6069,,0.400319695,,
,1.25E-05,6079,,,,
16,,6079,,0.572417736,,
,1.25E-05,6089,,,,
16,,6089,,0.491676301,,
,1.25E-05,6099,,,,
16,,6099,,0.499494255,,
,1.25E-05,6109,,,,
16,,6109,,0.858139515,,
,1.25E-05,6119,,,,
16,,6119,,0.670801401,,
,1.25E-05,6129,,,,
16,,6129,,0.456087738,,
16,,6136,,,0,0.089819625
16,,6136,0.593701005,,,
,6.25E-06,6139,,,,
17,,6139,,0.497041672,,
,6.25E-06,6149,,,,
17,,6149,,0.725907445,,
,6.25E-06,6159,,,,
17,,6159,,0.423000038,,
,6.25E-06,6169,,,,
17,,6169,,0.453017354,,
,6.25E-06,6179,,,,
17,,6179,,0.678747714,,
,6.25E-06,6189,,,,
17,,6189,,0.520220935,,
,6.25E-06,6199,,,,
17,,6199,,0.723324597,,
,6.25E-06,6209,,,,
17,,6209,,0.796391249,,
,6.25E-06,6219,,,,
17,,6219,,0.657231271,,
,6.25E-06,6229,,,,
17,,6229,,0.483594269,,
,6.25E-06,6239,,,,
17,,6239,,0.688078046,,
,6.25E-06,6249,,,,
17,,6249,,0.609013319,,
,6.25E-06,6259,,,,
17,,6259,,0.603112698,,
,6.25E-06,6269,,,,
17,,6269,,0.542436898,,
,6.25E-06,6279,,,,
17,,6279,,0.643775463,,
,6.25E-06,6289,,,,
17,,6289,,0.504465938,,
,6.25E-06,6299,,,,
17,,6299,,0.515732765,,
,6.25E-06,6309,,,,
17,,6309,,0.452158749,,
,6.25E-06,6319,,,,
17,,6319,,0.587810874,,
,6.25E-06,6329,,,,
17,,6329,,0.72725296,,
,6.25E-06,6339,,,,
17,,6339,,0.611780465,,
,6.25E-06,6349,,,,
17,,6349,,0.632821083,,
,6.25E-06,6359,,,,
17,,6359,,0.404232085,,
,6.25E-06,6369,,,,
17,,6369,,0.537058115,,
,6.25E-06,6379,,,,
17,,6379,,0.444984585,,
,6.25E-06,6389,,,,
17,,6389,,0.498697966,,
,6.25E-06,6399,,,,
17,,6399,,0.639563918,,
,6.25E-06,6409,,,,
17,,6409,,0.709978342,,
,6.25E-06,6419,,,,
17,,6419,,0.864001334,,
,6.25E-06,6429,,,,
17,,6429,,0.599536538,,
,6.25E-06,6439,,,,
17,,6439,,0.592814624,,
,6.25E-06,6449,,,,
17,,6449,,0.491470933,,
,6.25E-06,6459,,,,
17,,6459,,0.698874176,,
,6.25E-06,6469,,,,
17,,6469,,0.569149911,,
,6.25E-06,6479,,,,
17,,6479,,0.522007227,,
,6.25E-06,6489,,,,
17,,6489,,0.62060976,,
17,,6497,,,0,0.094401635
17,,6497,0.573938251,,,
,6.25E-06,6499,,,,
18,,6499,,0.49518919,,
,6.25E-06,6509,,,,
18,,6509,,0.532306671,,
,6.25E-06,6519,,,,
18,,6519,,0.547151506,,
,6.25E-06,6529,,,,
18,,6529,,0.51614815,,
,6.25E-06,6539,,,,
18,,6539,,0.543640554,,
,6.25E-06,6549,,,,
18,,6549,,0.481071293,,
,6.25E-06,6559,,,,
18,,6559,,0.498621643,,
,6.25E-06,6569,,,,
18,,6569,,0.555944622,,
,6.25E-06,6579,,,,
18,,6579,,0.721665025,,
,6.25E-06,6589,,,,
18,,6589,,0.642041922,,
,6.25E-06,6599,,,,
18,,6599,,0.589879274,,
,6.25E-06,6609,,,,
18,,6609,,0.575205445,,
,6.25E-06,6619,,,,
18,,6619,,0.462754816,,
,6.25E-06,6629,,,,
18,,6629,,0.530482769,,
,6.25E-06,6639,,,,
18,,6639,,0.620962799,,
,6.25E-06,6649,,,,
18,,6649,,0.459836364,,
,6.25E-06,6659,,,,
18,,6659,,0.468454003,,
,6.25E-06,6669,,,,
18,,6669,,0.494272262,,
,6.25E-06,6679,,,,
18,,6679,,0.475260675,,
,6.25E-06,6689,,,,
18,,6689,,0.540759563,,
,6.25E-06,6699,,,,
18,,6699,,0.601880789,,
,6.25E-06,6709,,,,
18,,6709,,0.487654269,,
,6.25E-06,6719,,,,
18,,6719,,0.380464643,,
,6.25E-06,6729,,,,
18,,6729,,0.712281823,,
,6.25E-06,6739,,,,
18,,6739,,0.586869359,,
,6.25E-06,6749,,,,
18,,6749,,0.490693688,,
,6.25E-06,6759,,,,
18,,6759,,0.834388852,,
,6.25E-06,6769,,,,
18,,6769,,0.398946196,,
,6.25E-06,6779,,,,
18,,6779,,0.673594952,,
,6.25E-06,6789,,,,
18,,6789,,0.373198122,,
,6.25E-06,6799,,,,
18,,6799,,0.317229778,,
,6.25E-06,6809,,,,
18,,6809,,0.776723802,,
,6.25E-06,6819,,,,
18,,6819,,0.632738531,,
,6.25E-06,6829,,,,
18,,6829,,0.720864713,,
,6.25E-06,6839,,,,
18,,6839,,0.552110255,,
,6.25E-06,6849,,,,
18,,6849,,0.649440646,,
18,,6858,,,0,0.085156314
18,,6858,0.563057005,,,
,6.25E-06,6859,,,,
19,,6859,,0.615770519,,
,6.25E-06,6869,,,,
19,,6869,,0.582591414,,
,6.25E-06,6879,,,,
19,,6879,,0.863148332,,
,6.25E-06,6889,,,,
19,,6889,,0.444382459,,
,6.25E-06,6899,,,,
19,,6899,,0.652114213,,
,6.25E-06,6909,,,,
19,,6909,,0.463914961,,
,6.25E-06,6919,,,,
19,,6919,,0.571775496,,
,6.25E-06,6929,,,,
19,,6929,,0.49781543,,
,6.25E-06,6939,,,,
19,,6939,,0.420788348,,
,6.25E-06,6949,,,,
19,,6949,,0.529315531,,
,6.25E-06,6959,,,,
19,,6959,,0.476991236,,
,6.25E-06,6969,,,,
19,,6969,,0.506650031,,
,6.25E-06,6979,,,,
19,,6979,,0.737981737,,
,6.25E-06,6989,,,,
19,,6989,,0.589321136,,
,6.25E-06,6999,,,,
19,,6999,,0.513570487,,
,6.25E-06,7009,,,,
19,,7009,,0.502636075,,
,6.25E-06,7019,,,,
19,,7019,,0.432613969,,
,6.25E-06,7029,,,,
19,,7029,,0.4257828,,
,6.25E-06,7039,,,,
19,,7039,,0.858985186,,
,6.25E-06,7049,,,,
19,,7049,,0.578845382,,
,6.25E-06,7059,,,,
19,,7059,,0.467424601,,
,6.25E-06,7069,,,,
19,,7069,,0.54138422,,
,6.25E-06,7079,,,,
19,,7079,,0.68597126,,
,6.25E-06,7089,,,,
19,,7089,,0.44820112,,
,6.25E-06,7099,,,,
19,,7099,,0.649226248,,
,6.25E-06,7109,,,,
19,,7109,,0.460416317,,
,6.25E-06,7119,,,,
19,,7119,,0.420597404,,
,6.25E-06,7129,,,,
19,,7129,,0.596056342,,
,6.25E-06,7139,,,,
19,,7139,,0.449139506,,
,6.25E-06,7149,,,,
19,,7149,,0.571639121,,
,6.25E-06,7159,,,,
19,,7159,,0.515726805,,
,6.25E-06,7169,,,,
19,,7169,,0.48327741,,
,6.25E-06,7179,,,,
19,,7179,,0.464419663,,
,6.25E-06,7189,,,,
19,,7189,,0.845475972,,
,6.25E-06,7199,,,,
19,,7199,,0.404627502,,
,6.25E-06,7209,,,,
19,,7209,,0.639236093,,
,6.25E-06,7219,,,,
19,,7219,,0.82132715,,
19,,7219,,,0,0.087271124
19,,7219,0.553556681,,,
,6.25E-06,7229,,,,
20,,7229,,0.402394056,,
,6.25E-06,7239,,,,
20,,7239,,0.455951244,,
,6.25E-06,7249,,,,
20,,7249,,0.62619102,,
,6.25E-06,7259,,,,
20,,7259,,0.644284487,,
,6.25E-06,7269,,,,
20,,7269,,0.482107878,,
,6.25E-06,7279,,,,
20,,7279,,0.818398237,,
,6.25E-06,7289,,,,
20,,7289,,0.573957562,,
,6.25E-06,7299,,,,
20,,7299,,0.404234797,,
,6.25E-06,7309,,,,
20,,7309,,0.425107121,,
,6.25E-06,7319,,,,
20,,7319,,0.441918969,,
,6.25E-06,7329,,,,
20,,7329,,0.603043318,,
,6.25E-06,7339,,,,
20,,7339,,0.585031271,,
,6.25E-06,7349,,,,
20,,7349,,0.503138781,,
,6.25E-06,7359,,,,
20,,7359,,0.513383329,,
,6.25E-06,7369,,,,
20,,7369,,0.452864796,,
,6.25E-06,7379,,,,
20,,7379,,0.588845789,,
,6.25E-06,7389,,,,
20,,7389,,0.510684788,,
,6.25E-06,7399,,,,
20,,7399,,0.385463238,,
,6.25E-06,7409,,,,
20,,7409,,0.608186424,,
,6.25E-06,7419,,,,
20,,7419,,0.506562233,,
,6.25E-06,7429,,,,
20,,7429,,0.47595048,,
,6.25E-06,7439,,,,
20,,7439,,0.652822316,,
,6.25E-06,7449,,,,
20,,7449,,0.441330761,,
,6.25E-06,7459,,,,
20,,7459,,0.408333778,,
,6.25E-06,7469,,,,
20,,7469,,0.475391567,,
,6.25E-06,7479,,,,
20,,7479,,0.438563943,,
,6.25E-06,7489,,,,
20,,7489,,0.452351868,,
,6.25E-06,7499,,,,
20,,7499,,0.472821474,,
,6.25E-06,7509,,,,
20,,7509,,0.502856553,,
,6.25E-06,7519,,,,
20,,7519,,0.422523409,,
,6.25E-06,7529,,,,
20,,7529,,0.506458819,,
,6.25E-06,7539,,,,
20,,7539,,0.541950226,,
,6.25E-06,7549,,,,
20,,7549,,0.671083689,,
,6.25E-06,7559,,,,
20,,7559,,0.515874922,,
,6.25E-06,7569,,,,
20,,7569,,0.593013465,,
,6.25E-06,7579,,,,
20,,7579,,0.688929975,,
20,,7580,,,0,0.087861873
20,,7580,0.545269549,,,
,3.13E-06,7589,,,,
21,,7589,,0.669461131,,
,3.13E-06,7599,,,,
21,,7599,,0.482324481,,
,3.13E-06,7609,,,,
21,,7609,,0.53905654,,
,3.13E-06,7619,,,,
21,,7619,,0.513625383,,
,3.13E-06,7629,,,,
21,,7629,,0.430930883,,
,3.13E-06,7639,,,,
21,,7639,,0.395543873,,
,3.13E-06,7649,,,,
21,,7649,,0.594103813,,
,3.13E-06,7659,,,,
21,,7659,,0.342143506,,
,3.13E-06,7669,,,,
21,,7669,,0.459093064,,
,3.13E-06,7679,,,,
21,,7679,,0.52253288,,
,3.13E-06,7689,,,,
21,,7689,,0.41886577,,
,3.13E-06,7699,,,,
21,,7699,,0.701779604,,
,3.13E-06,7709,,,,
21,,7709,,0.456771851,,
,3.13E-06,7719,,,,
21,,7719,,0.550034881,,
,3.13E-06,7729,,,,
21,,7729,,0.733942986,,
,3.13E-06,7739,,,,
21,,7739,,0.460160971,,
,3.13E-06,7749,,,,
21,,7749,,0.633600533,,
,3.13E-06,7759,,,,
21,,7759,,0.45914191,,
,3.13E-06,7769,,,,
21,,7769,,0.472629011,,
,3.13E-06,7779,,,,
21,,7779,,0.624873996,,
,3.13E-06,7789,,,,
21,,7789,,0.461064577,,
,3.13E-06,7799,,,,
21,,7799,,0.483755022,,
,3.13E-06,7809,,,,
21,,7809,,0.601114035,,
,3.13E-06,7819,,,,
21,,7819,,0.486428589,,
,3.13E-06,7829,,,,
21,,7829,,0.471681654,,
,3.13E-06,7839,,,,
21,,7839,,0.481951445,,
,3.13E-06,7849,,,,
21,,7849,,0.479579806,,
,3.13E-06,7859,,,,
21,,7859,,0.471715927,,
,3.13E-06,7869,,,,
21,,7869,,0.481364727,,
,3.13E-06,7879,,,,
21,,7879,,0.777302146,,
,3.13E-06,7889,,,,
21,,7889,,0.501768231,,
,3.13E-06,7899,,,,
21,,7899,,0.689819336,,
,3.13E-06,7909,,,,
21,,7909,,0.491351724,,
,3.13E-06,7919,,,,
21,,7919,,0.506363034,,
,3.13E-06,7929,,,,
21,,7929,,0.363524586,,
,3.13E-06,7939,,,,
21,,7939,,0.5130077,,
21,,7941,,,0,0.084388249
21,,7941,0.532837451,,,
,3.13E-06,7949,,,,
22,,7949,,0.454358995,,
,3.13E-06,7959,,,,
22,,7959,,0.50593847,,
,3.13E-06,7969,,,,
22,,7969,,0.708765507,,
,3.13E-06,7979,,,,
22,,7979,,0.508609831,,
,3.13E-06,7989,,,,
22,,7989,,0.459646285,,
,3.13E-06,7999,,,,
22,,7999,,0.603049994,,
,3.13E-06,8009,,,,
22,,8009,,0.453177452,,
,3.13E-06,8019,,,,
22,,8019,,0.481283486,,
,3.13E-06,8029,,,,
22,,8029,,0.548050344,,
,3.13E-06,8039,,,,
22,,8039,,0.487173378,,
,3.13E-06,8049,,,,
22,,8049,,0.55695194,,
,3.13E-06,8059,,,,
22,,8059,,1.086590171,,
,3.13E-06,8069,,,,
22,,8069,,0.468509972,,
,3.13E-06,8079,,,,
22,,8079,,0.566591144,,
,3.13E-06,8089,,,,
22,,8089,,0.445917845,,
,3.13E-06,8099,,,,
22,,8099,,0.713076711,,
,3.13E-06,8109,,,,
22,,8109,,0.379775822,,
,3.13E-06,8119,,,,
22,,8119,,0.539046466,,
,3.13E-06,8129,,,,
22,,8129,,0.695696831,,
,3.13E-06,8139,,,,
22,,8139,,0.634990513,,
,3.13E-06,8149,,,,
22,,8149,,0.594911814,,
,3.13E-06,8159,,,,
22,,8159,,0.352659017,,
,3.13E-06,8169,,,,
22,,8169,,0.489487559,,
,3.13E-06,8179,,,,
22,,8179,,0.42109561,,
,3.13E-06,8189,,,,
22,,8189,,0.456558883,,
,3.13E-06,8199,,,,
22,,8199,,0.469646573,,
,3.13E-06,8209,,,,
22,,8209,,0.555696368,,
,3.13E-06,8219,,,,
22,,8219,,0.60049212,,
,3.13E-06,8229,,,,
22,,8229,,0.563992202,,
,3.13E-06,8239,,,,
22,,8239,,0.472695678,,
,3.13E-06,8249,,,,
22,,8249,,0.34970063,,
,3.13E-06,8259,,,,
22,,8259,,0.412213624,,
,3.13E-06,8269,,,,
22,,8269,,0.450649321,,
,3.13E-06,8279,,,,
22,,8279,,0.713735938,,
,3.13E-06,8289,,,,
22,,8289,,0.660940051,,
,3.13E-06,8299,,,,
22,,8299,,0.471790314,,
22,,8302,,,0,0.084232472
22,,8302,0.531269729,,,
,3.13E-06,8309,,,,
23,,8309,,0.513184488,,
,3.13E-06,8319,,,,
23,,8319,,0.475659609,,
,3.13E-06,8329,,,,
23,,8329,,0.395008385,,
,3.13E-06,8339,,,,
23,,8339,,0.496169269,,
,3.13E-06,8349,,,,
23,,8349,,0.68973434,,
,3.13E-06,8359,,,,
23,,8359,,0.525549114,,
,3.13E-06,8369,,,,
23,,8369,,0.647125304,,
,3.13E-06,8379,,,,
23,,8379,,0.577226102,,
,3.13E-06,8389,,,,
23,,8389,,0.661167324,,
,3.13E-06,8399,,,,
23,,8399,,0.531789899,,
,3.13E-06,8409,,,,
23,,8409,,0.491801083,,
,3.13E-06,8419,,,,
23,,8419,,0.734371483,,
,3.13E-06,8429,,,,
23,,8429,,0.513047576,,
,3.13E-06,8439,,,,
23,,8439,,0.449505776,,
,3.13E-06,8449,,,,
23,,8449,,0.495060414,,
,3.13E-06,8459,,,,
23,,8459,,0.613709927,,
,3.13E-06,8469,,,,
23,,8469,,0.740727961,,
,3.13E-06,8479,,,,
23,,8479,,0.356279433,,
,3.13E-06,8489,,,,
23,,8489,,0.420553595,,
,3.13E-06,8499,,,,
23,,8499,,0.57290113,,
,3.13E-06,8509,,,,
23,,8509,,0.434004426,,
,3.13E-06,8519,,,,
23,,8519,,0.554353595,,
,3.13E-06,8529,,,,
23,,8529,,0.521782875,,
,3.13E-06,8539,,,,
23,,8539,,0.595141292,,
,3.13E-06,8549,,,,
23,,8549,,0.82549119,,
,3.13E-06,8559,,,,
23,,8559,,0.606923759,,
,3.13E-06,8569,,,,
23,,8569,,0.546171427,,
,3.13E-06,8579,,,,
23,,8579,,0.529766977,,
,3.13E-06,8589,,,,
23,,8589,,0.486531973,,
,3.13E-06,8599,,,,
23,,8599,,0.476198912,,
,3.13E-06,8609,,,,
23,,8609,,0.434011549,,
,3.13E-06,8619,,,,
23,,8619,,0.59980762,,
,3.13E-06,8629,,,,
23,,8629,,0.402472526,,
,3.13E-06,8639,,,,
23,,8639,,0.469745457,,
,3.13E-06,8649,,,,
23,,8649,,0.430580109,,
,3.13E-06,8659,,,,
23,,8659,,0.523962498,,
23,,8663,,,0,0.08898817
23,,8663,0.531154096,,,
,3.13E-06,8669,,,,
24,,8669,,0.351851374,,
,3.13E-06,8679,,,,
24,,8679,,0.69373858,,
,3.13E-06,8689,,,,
24,,8689,,0.694663405,,
,3.13E-06,8699,,,,
24,,8699,,0.483451903,,
,3.13E-06,8709,,,,
24,,8709,,0.550776958,,
,3.13E-06,8719,,,,
24,,8719,,0.469619662,,
,3.13E-06,8729,,,,
24,,8729,,0.540817797,,
,3.13E-06,8739,,,,
24,,8739,,0.703928709,,
,3.13E-06,8749,,,,
24,,8749,,0.393687606,,
,3.13E-06,8759,,,,
24,,8759,,0.468432724,,
,3.13E-06,8769,,,,
24,,8769,,0.480492949,,
,3.13E-06,8779,,,,
24,,8779,,0.421807677,,
,3.13E-06,8789,,,,
24,,8789,,0.387753963,,
,3.13E-06,8799,,,,
24,,8799,,0.539562941,,
,3.13E-06,8809,,,,
24,,8809,,0.607207835,,
,3.13E-06,8819,,,,
24,,8819,,0.870890439,,
,3.13E-06,8829,,,,
24,,8829,,0.508914828,,
,3.13E-06,8839,,,,
24,,8839,,0.482754886,,
,3.13E-06,8849,,,,
24,,8849,,0.42240262,,
,3.13E-06,8859,,,,
24,,8859,,0.500397742,,
,3.13E-06,8869,,,,
24,,8869,,0.516146123,,
,3.13E-06,8879,,,,
24,,8879,,0.500111759,,
,3.13E-06,8889,,,,
24,,8889,,0.425088465,,
,3.13E-06,8899,,,,
24,,8899,,0.613077402,,
,3.13E-06,8909,,,,
24,,8909,,0.550051332,,
,3.13E-06,8919,,,,
24,,8919,,0.43780005,,
,3.13E-06,8929,,,,
24,,8929,,0.475616068,,
,3.13E-06,8939,,,,
24,,8939,,0.359847724,,
,3.13E-06,8949,,,,
24,,8949,,0.550536275,,
,3.13E-06,8959,,,,
24,,8959,,0.530507028,,
,3.13E-06,8969,,,,
24,,8969,,0.449512303,,
,3.13E-06,8979,,,,
24,,8979,,0.628491282,,
,3.13E-06,8989,,,,
24,,8989,,0.474639714,,
,3.13E-06,8999,,,,
24,,8999,,0.406121403,,
,3.13E-06,9009,,,,
24,,9009,,0.564491272,,
,3.13E-06,9019,,,,
24,,9019,,0.730045974,,
24,,9024,,,0,0.088535756
24,,9024,0.524079442,,,
,1.56E-06,9029,,,,
25,,9029,,0.421618521,,
,1.56E-06,9039,,,,
25,,9039,,0.804487407,,
,1.56E-06,9049,,,,
25,,9049,,0.537849188,,
,1.56E-06,9059,,,,
25,,9059,,0.748783231,,
,1.56E-06,9069,,,,
25,,9069,,0.590443969,,
,1.56E-06,9079,,,,
25,,9079,,0.426276386,,
,1.56E-06,9089,,,,
25,,9089,,0.391872138,,
,1.56E-06,9099,,,,
25,,9099,,0.414881676,,
,1.56E-06,9109,,,,
25,,9109,,0.680668712,,
,1.56E-06,9119,,,,
25,,9119,,0.659282923,,
,1.56E-06,9129,,,,
25,,9129,,0.441097081,,
,1.56E-06,9139,,,,
25,,9139,,0.492114842,,
,1.56E-06,9149,,,,
25,,9149,,0.366881251,,
,1.56E-06,9159,,,,
25,,9159,,0.621524632,,
,1.56E-06,9169,,,,
