epoch,lr-Adam,step,train/loss_epoch_epoch,train/loss_epoch_step,train/loss_step,train/mse_epoch,val/loss_step,val/mse_epoch
,0.0001,0,,,,,,
0,,9,,0.13540789484977722,0.13540789484977722,,,
0,,19,,0.1335734724998474,0.1335734724998474,,,
0,,29,,0.10403597354888916,0.10403597354888916,,,
0,,39,,0.08590997755527496,0.08590997755527496,,,
0,,49,,0.07357478141784668,0.07357478141784668,,,
0,,50,,,,,0.07741361856460571,0.07731470465660095
0,,50,0.11607521027326584,,,0.11607521027326584,,
,9.5e-05,51,,,,,,
