epoch,lr-Adam,step,train/loss_epoch_epoch,train/loss_epoch_step,train/loss_step,train/mse_epoch,val/loss_step,val/mse_epoch
7,,369,,0.026388689875602722,0.026388689875602722,,,
7,,379,,0.026187852025032043,0.026187852025032043,,,
7,,389,,0.026685377582907677,0.026685377582907677,,,
7,,399,,0.024955278262495995,0.024955278262495995,,,
7,,407,,,,,0.024269770830869675,0.02424362674355507
7,,407,0.02567865140736103,,,0.02567865140736103,,
,6.634204312890622e-05,408,,,,,,
8,,409,,0.025354688987135887,0.025354688987135887,,,
8,,419,,0.02407168224453926,0.02407168224453926,,,
8,,429,,0.02483719401061535,0.02483719401061535,,,
8,,439,,0.023879891261458397,0.023879891261458397,,,
8,,449,,0.025143757462501526,0.025143757462501526,,,
8,,458,,,,,0.022773675620555878,0.022750558331608772
8,,458,0.02388921193778515,,,0.02388921193778515,,
,6.30249409724609e-05,459,,,,,,
9,,459,,0.02194923162460327,0.02194923162460327,,,
9,,469,,0.021503088995814323,0.021503088995814323,,,
9,,479,,0.025158192962408066,0.025158192962408066,,,
9,,489,,0.023095890879631042,0.023095890879631042,,,
9,,499,,0.021816998720169067,0.021816998720169067,,,
9,,509,,0.02016899175941944,0.02016899175941944,,,
9,,509,,,,,0.02172122523188591,0.02170035056769848
9,,509,0.022532355040311813,,,0.022532355040311813,,
,5.987369392383786e-05,510,,,,,,
10,,519,,0.022613322362303734,0.022613322362303734,,,
10,,529,,0.02310405671596527,0.02310405671596527,,,
10,,539,,0.02185584232211113,0.02185584232211113,,,
10,,549,,0.02075580693781376,0.02075580693781376,,,
10,,559,,0.021953357383608818,0.021953357383608818,,,
10,,560,,,,,0.021707117557525635,0.021685512736439705
10,,560,0.021360816434025764,,,0.021360816434025764,,
,5.688000922764596e-05,561,,,,,,
11,,569,,0.019833868369460106,0.019833868369460106,,,
11,,579,,0.020444927737116814,0.020444927737116814,,,
11,,589,,0.020417414605617523,0.020417414605617523,,,
11,,599,,0.021633705124258995,0.021633705124258995,,,
11,,609,,0.019145507365465164,0.019145507365465164,,,
11,,611,,,,,0.020372441038489342,0.020353887230157852
11,,611,0.020588930696249008,,,0.020588930696249008,,
,5.4036008766263664e-05,612,,,,,,
12,,619,,0.021746806800365448,0.021746806800365448,,,
12,,629,,0.01856980100274086,0.01856980100274086,,,
12,,639,,0.019320933148264885,0.019320933148264885,,,
12,,649,,0.019451875239610672,0.019451875239610672,,,
12,,659,,0.019297871738672256,0.019297871738672256,,,
12,,662,,,,,0.01955815590918064,0.019540363922715187
12,,662,0.019641904160380363,,,0.019641904160380363,,
,5.133420832795048e-05,663,,,,,,
13,,669,,0.01936202123761177,0.01936202123761177,,,
13,,679,,0.01767922192811966,0.01767922192811966,,,
13,,689,,0.018341362476348877,0.018341362476348877,,,
13,,699,,0.01957029476761818,0.01957029476761818,,,
13,,709,,0.017896123230457306,0.017896123230457306,,,
13,,713,,,,,0.018392136320471764,0.018377935513854027
13,,713,0.019122470170259476,,,0.019122470170259476,,
,4.876749791155295e-05,714,,,,,,
14,,719,,0.018517911434173584,0.018517911434173584,,,
14,,729,,0.018563952296972275,0.018563952296972275,,,
14,,739,,0.01991402544081211,0.01991402544081211,,,
14,,749,,0.01976091042160988,0.01976091042160988,,,
14,,759,,0.017082741484045982,0.017082741484045982,,,
14,,764,,,,,0.01814216934144497,0.018126530572772026
14,,764,0.018558036535978317,,,0.018558036535978317,,
,4.6329123015975305e-05,765,,,,,,
15,,769,,0.018442604690790176,0.018442604690790176,,,
15,,779,,0.018677398562431335,0.018677398562431335,,,
15,,789,,0.018757512792944908,0.018757512792944908,,,
15,,799,,0.016028430312871933,0.016028430312871933,,,
15,,809,,0.018011897802352905,0.018011897802352905,,,
15,,815,,,,,0.017638085409998894,0.01762404665350914
15,,815,0.017970692366361618,,,0.017970692366361618,,
,4.4012666865176535e-05,816,,,,,,
16,,819,,0.017607182264328003,0.017607182264328003,,,
16,,829,,0.01865752413868904,0.01865752413868904,,,
16,,839,,0.01671457476913929,0.01671457476913929,,,
16,,849,,0.017567314207553864,0.017567314207553864,,,
16,,859,,0.017352355644106865,0.017352355644106865,,,
16,,866,,,,,0.017472637817263603,0.017458872869610786
16,,866,0.017466429620981216,,,0.017466429620981216,,
,4.181203352191771e-05,867,,,,,,
17,,869,,0.01712886057794094,0.01712886057794094,,,
17,,879,,0.016037549823522568,0.016037549823522568,,,
17,,889,,0.017297178506851196,0.017297178506851196,,,
17,,899,,0.01466156542301178,0.01466156542301178,,,
17,,909,,0.016021043062210083,0.016021043062210083,,,
17,,917,,,,,0.016846926882863045,0.01683366671204567
17,,917,0.016973845660686493,,,0.016973845660686493,,
,3.972143184582182e-05,918,,,,,,
18,,919,,0.016964782029390335,0.016964782029390335,,,
18,,929,,0.01645193248987198,0.01645193248987198,,,
18,,939,,0.016984153538942337,0.016984153538942337,,,
18,,949,,0.01668303832411766,0.01668303832411766,,,
18,,959,,0.01702002063393593,0.01702002063393593,,,
18,,968,,,,,0.01654350757598877,0.016531117260456085
18,,968,0.01651645265519619,,,0.01651645265519619,,
,3.7735360253530726e-05,969,,,,,,
19,,969,,0.015792448073625565,0.015792448073625565,,,
19,,979,,0.01546225231140852,0.01546225231140852,,,
19,,989,,0.015368225984275341,0.015368225984275341,,,
19,,999,,0.016973895952105522,0.016973895952105522,,,
19,,1009,,0.016348471865057945,0.016348471865057945,,,
19,,1019,,0.016251087188720703,0.016251087188720703,,,
19,,1019,,,,,0.016194051131606102,0.01618254743516445
19,,1019,0.01620369777083397,,,0.01620369777083397,,
,3.584859224085419e-05,1020,,,,,,
20,,1029,,0.0140913687646389,0.0140913687646389,,,
20,,1039,,0.016147036105394363,0.016147036105394363,,,
20,,1049,,0.015637200325727463,0.015637200325727463,,,
20,,1059,,0.016091441735625267,0.016091441735625267,,,
20,,1069,,0.01487864088267088,0.01487864088267088,,,
20,,1070,,,,,0.015838274732232094,0.015827950090169907
20,,1070,0.01594991609454155,,,0.01594991609454155,,
,3.405616262881148e-05,1071,,,,,,
21,,1079,,0.016787884756922722,0.016787884756922722,,,
21,,1089,,0.014829926192760468,0.014829926192760468,,,
21,,1099,,0.017233043909072876,0.017233043909072876,,,
21,,1109,,0.017587555572390556,0.017587555572390556,,,
21,,1119,,0.01630723848938942,0.01630723848938942,,,
21,,1121,,,,,0.015809543430805206,0.015798654407262802
21,,1121,0.01567506603896618,,,0.01567506603896618,,
,3.2353354497370904e-05,1122,,,,,,
22,,1129,,0.017091570422053337,0.017091570422053337,,,
22,,1139,,0.01581249199807644,0.01581249199807644,,,
22,,1149,,0.016324864700436592,0.016324864700436592,,,
22,,1159,,0.014938428066670895,0.014938428066670895,,,
22,,1169,,0.015874367207288742,0.015874367207288742,,,
22,,1172,,,,,0.01549240667372942,0.01548212394118309
22,,1172,0.01541668176651001,,,0.01541668176651001,,
,3.0735686772502355e-05,1173,,,,,,
23,,1179,,0.016090523451566696,0.016090523451566696,,,
23,,1189,,0.015089629217982292,0.015089629217982292,,,
23,,1199,,0.01541502308100462,0.01541502308100462,,,
23,,1209,,0.013596439734101295,0.013596439734101295,,,
23,,1219,,0.013756653293967247,0.013756653293967247,,,
23,,1223,,,,,0.015182007104158401,0.015173028223216534
23,,1223,0.01517503522336483,,,0.01517503522336483,,
,2.9198902433877236e-05,1224,,,,,,
24,,1229,,0.01681484282016754,0.01681484282016754,,,
24,,1239,,0.015763239935040474,0.015763239935040474,,,
24,,1249,,0.01451699249446392,0.01451699249446392,,,
24,,1259,,0.014868184924125671,0.014868184924125671,,,
24,,1269,,0.014277031645178795,0.014277031645178795,,,
24,,1274,,,,,0.014856148511171341,0.014846619218587875
24,,1274,0.015091344714164734,,,0.015091344714164734,,
,2.7738957312183373e-05,1275,,,,,,
25,,1279,,0.014299556612968445,0.014299556612968445,,,
25,,1289,,0.01592107117176056,0.01592107117176056,,,
25,,1299,,0.015593012794852257,0.015593012794852257,,,
25,,1309,,0.014206863939762115,0.014206863939762115,,,
25,,1319,,0.014988532289862633,0.014988532289862633,,,
25,,1325,,,,,0.014661896042525768,0.014653865247964859
25,,1325,0.014621857553720474,,,0.014621857553720474,,
,2.6352009446574204e-05,1326,,,,,,
26,,1329,,0.013856537640094757,0.013856537640094757,,,
26,,1339,,0.012854869477450848,0.012854869477450848,,,
26,,1349,,0.014633245766162872,0.014633245766162872,,,
26,,1359,,0.013766716234385967,0.013766716234385967,,,
26,,1369,,0.01348479837179184,0.01348479837179184,,,
26,,1376,,,,,0.01454179547727108,0.014533428475260735
26,,1376,0.01449148915708065,,,0.01449148915708065,,
,2.5034408974245492e-05,1377,,,,,,
27,,1379,,0.013376726768910885,0.013376726768910885,,,
27,,1389,,0.014712899923324585,0.014712899923324585,,,
27,,1399,,0.014194327406585217,0.014194327406585217,,,
27,,1409,,0.015169593505561352,0.015169593505561352,,,
27,,1419,,0.012624381110072136,0.012624381110072136,,,
27,,1427,,,,,0.014657275751233101,0.014648928306996822
27,,1427,0.014297342859208584,,,0.014297342859208584,,
,2.3782688525533216e-05,1428,,,,,,
28,,1429,,0.015221754088997841,0.015221754088997841,,,
28,,1439,,0.014828073792159557,0.014828073792159557,,,
28,,1449,,0.013548865914344788,0.013548865914344788,,,
28,,1459,,0.013675527647137642,0.013675527647137642,,,
28,,1469,,0.015403276309370995,0.015403276309370995,,,
28,,1478,,,,,0.01423125620931387,0.014223400503396988
28,,1478,0.014079663902521133,,,0.014079663902521133,,
,2.2593554099256555e-05,1479,,,,,,
29,,1479,,0.013422874733805656,0.013422874733805656,,,
29,,1489,,0.015095354989171028,0.015095354989171028,,,
29,,1499,,0.014954126439988613,0.014954126439988613,,,
29,,1509,,0.01340542919933796,0.01340542919933796,,,
29,,1519,,0.013374289497733116,0.013374289497733116,,,
29,,1529,,0.014130808413028717,0.014130808413028717,,,
29,,1529,,,,,0.014189993031322956,0.014182181097567081
29,,1529,0.014044536277651787,,,0.014044536277651787,,
