epoch,lr-Adam,step,train/loss_epoch,train/loss_step,val/loss,val/mAP
0,,2,,,0,0.000353016
0,,2,9.360023499,,,
1,,5,,,0,0.00187172
1,,5,7.815680504,,,
2,,8,,,0,1.81E-05
2,,8,8.049445152,,,
,0.0001,9,,,,
3,,9,,8.786138535,,
3,,11,,,0,0
3,,11,6.218196392,,,
4,,14,,,0,-1
4,,14,4.58175087,,,
