,metric,value
0,map,0.12757907807826996
1,map_50,0.275166779756546
2,map_75,0.11135642230510712
3,map_small,0.0
4,map_medium,0.13578903675079346
5,map_large,0.1445561796426773
6,mar_1,0.061454545706510544
7,mar_10,0.23454545438289642
8,mar_100,0.27927273511886597
9,mar_small,0.0
10,mar_medium,0.28928571939468384
11,mar_large,0.27916666865348816
12,map_per_class,-1.0
13,mar_100_per_class,-1.0
14,classes,1.0
